X,Y,Employee_t
-8900568.313,4482542.748,cns09
-8900557.103,4482443.256,cns11
-8900546.596,4482342.099,cns12
-8900591.874,4482397.373,cns14
-8900487.713,4482301.626,cns15
-8900444.235,4482463.158,cns15
-8900791.035,4482352.512,cns16
-8900735.738,4482340.368,cns16
-8900788.98,4482580.78,cns16
-8900642.161,4482547.521,cns16
-8900643.471,4482446.801,cns16
-8900641.286,4482307.246,cns17
-8900585.732,4482291.909,cns20
-8900396.617,4483478.872,cns05
-8900586.856,4483328.924,cns06
-8900510.102,4483323.677,cns07
-8900486.028,4483275.338,cns07
-8900411.824,4483429.379,cns07
-8900549.821,4483390.029,cns07
-8900587.411,4483497.168,cns08
-8900449.071,4483490.434,cns14
-8900447.434,4483381.675,cns14
-8900444.614,4483543.112,cns14
-8900494.588,4483435.357,cns15
-8900544.612,4483486.376,cns15
-8900642.945,4483475.877,cns16
-8900612.504,4483411.235,cns17
-8900694.796,4483426.716,cns17
-8900514.756,4483529.497,cns18
-8900445.527,4483333.75,cns19
-8900562.117,4483286.19,cns20
-8900472.814,4483594.06,cns06
-8900595.063,4483592.109,cns07
-8900533.348,4483556.1,cns16
-8900514.314,4483487.231,cns18
-8900559.338,4483489.543,cns19
-8900373.585,4483918.429,cns05
-8900434.119,4483880.469,cns05
-8900415.084,4483811.6,cns05
-8900482.535,4483827.923,cns07
-8900471.248,4483768.676,cns07
-8900445.605,4483979.391,cns07
-8900490.764,4483924.019,cns10
-8900392.766,4483743.723,cns16
-8900529.717,4483869.068,cns16
-8900176.62,4483955.577,cns06
-8900235.32,4483914.838,cns06
-8900351.233,4483729.654,cns06
-8900294.552,4483732.249,cns07
-8900395.38,4483785.835,cns07
-8900192.122,4483857.924,cns08
-8900305.839,4483787.427,cns11
-8900303.113,4483892.267,cns13
-8900484.216,4483721.372,cns14
-8900353.136,4483943.287,cns14
-8900275.71,4483973.778,cns14
-8900255.958,4483838.585,cns14
-8900425.243,4483709.166,cns14
-8900358.346,4483846.939,cns16
-8900413.043,4483892.912,cns16
-8900447.338,4483955.595,cns16
-8900397.448,4483999.339,cns17
-8900445.592,4483781.484,cns18
-8900340.924,4484002.974,cns18
-8900110.425,4483751.24,cns04
-8900172.023,4483715.032,cns04
-8900517.641,4483812.974,cns05
-8900423.653,4483825.487,cns05
-8900529.454,4483638.425,cns05
-8900440.161,4483895.005,cns05
-8900250.133,4483531.088,cns05
-8900465.265,4483621.636,cns06
-8900499.23,4483743.936,cns06
-8900600.846,4483641.341,cns06
-8900391.277,4483374.004,cns06
-8900337.968,4483451.916,cns06
-8900457.399,4483782.15,cns07
-8900243.931,4483752.794,cns07
-8900442.776,4483553.816,cns07
-8900395.03,4483494.918,cns07
-8900398.802,4483625.756,cns07
-8900519.675,4483696.073,cns07
-8900430.794,4483434.512,cns07
-8900300.293,4483655.852,cns07
-8900345.026,4483600.136,cns07
-8900337.017,4483331.544,cns08
-8900292.433,4483387.379,cns08
-8900169.215,4483508.935,cns08
-8900189.315,4483577.501,cns09
-8900315.401,4483520.956,cns10
-8900450.618,4483691.57,cns10
-8900315.234,4483797.698,cns15
-8900312.146,4483726.314,cns15
-8900183.199,4483652.765,cns15
-8900508.313,4483537.423,cns15
-8900180.027,4483811.853,cns15
-8900345.058,4483380.817,cns15
-8900266.764,4483468.614,cns16
-8900211.995,4483452.949,cns16
-8900375.517,4483693.307,cns16
-8900400.194,4483757.996,cns16
-8900237.701,4483621.393,cns16
-8900104.62,4483674.526,cns18
-8900483.259,4483494.94,cns18
-8900500.124,4483417.23,cns18
-8900131.691,4483603.246,cns18
-8900285.647,4483585.918,cns18
-8900249.923,4483826.678,cns19
-8900391.105,4483561.413,cns20
-8900240.679,4483695.241,cns20
-8900154.742,4484113.468,cns07
-8900196.242,4484006.639,cns08
-8900310.875,4484064.107,cns12
-8900215.276,4484075.508,cns15
-8900226.763,4484174.43,cns16
-8900241.266,4484008.951,cns18
-8900271.921,4484119.059,cns18
-8901396.825,4477001.421,cns05
-8901394.066,4477072.819,cns07
-8901493.374,4477089.516,cns14
-8901390.741,4476942.988,cns14
-8901524.373,4476960.687,cns15
-8901500.272,4477038.409,cns15
-8901325.766,4476993.945,cns16
-8901333.295,4477110.397,cns16
-8901452.277,4477031.385,cns18
-8901435.314,4477131.162,cns05
-8901381.949,4477168.259,cns18
-8901543.392,4476867.722,cns04
-8901559.862,4476937.249,cns12
-8901617.573,4476908.871,cns14
-8901533.524,4476990.601,cns15
-8901487.611,4476899.402,cns16
-8901609.239,4476988.894,cns18
-8901498.969,4476811.759,cns18
-8901528.295,4477085.4,cns07
-8901605.939,4477104.531,cns12
-8901612.739,4477175.658,cns14
-8901562.118,4477226.085,cns16
-8901589.512,4477034.993,cns16
-8901380.4,4476809.055,cns08
-8901328.882,4476922.811,cns10
-8901401.685,4476749.889,cns12
-8901529.044,4476896.961,cns12
-8901437.746,4476829.834,cns14
-8901454.442,4476975.351,cns15
-8901315.056,4476780.149,cns16
-8901554.743,4476797.495,cns18
-8901457.709,4476901.041,cns18
-8901509.165,4476832,cns19
-8901591.688,4476936.728,cns20
-8901537.818,4476595.251,cns05
-8901611.087,4476373.857,cns05
-8901660.067,4476593.301,cns06
-8901646.769,4476504.746,cns07
-8901598.352,4476557.292,cns08
-8901743.862,4476691.271,cns08
-8901635.482,4476445.499,cns12
-8901615.433,4476649.096,cns14
-8901672.416,4476692.202,cns14
-8901579.318,4476488.423,cns15
-8901557,4476420.546,cns16
-8901531.481,4476532.123,cns18
-8901815.731,4476746.255,cns07
-8901799.182,4476886.576,cns08
-8901781.512,4476683.531,cns10
-8901730.976,4477007.052,cns13
-8901669.682,4476970.608,cns14
-8901737.259,4476846.353,cns15
-8901591.063,4476840.32,cns15
-8901693.531,4476776.572,cns16
-8901762.77,4476794.218,cns18
-8901712.422,4476913.349,cns18
-8901672.96,4476863.731,cns18
-8901492.579,4477161.672,cns06
-8901657.533,4477185.3,cns08
-8901544.641,4477143.793,cns15
-8901571.334,4477271.177,cns18
-8901506.524,4477208.618,cns18
-8901674.055,4477310.161,cns18
-8901433.025,4477122.194,cns18
-8901650.628,4477242.66,cns20
-8901281.462,4477522.773,cns02
-8901522.149,4477507.457,cns05
-8901344.025,4477488.26,cns07
-8901237.8,4477439.513,cns08
-8901303.205,4477628.876,cns10
-8901438.735,4477607.614,cns12
-8901475.914,4477423.346,cns18
-8901477.377,4477558.77,cns18
-8901532.231,4477604.556,cns18
-8901576.684,4477302.041,cns07
-8901441.982,4477312.716,cns08
-8901502.958,4477188.512,cns15
-8901457.466,4477152.069,cns18
-8901559.446,4477232.265,cns05
-8901301.453,4477336.287,cns05
-8901370.822,4477319.166,cns05
-8901497.241,4477267.42,cns07
-8901457.09,4477371.452,cns16
-8901408.842,4477378.193,cns18
-8901402.189,4477253.609,cns18
-8901445.498,4477222.51,cns18
-8901516.34,4477318.715,cns18
-8901567.966,4477368.111,cns19
-8901465.325,4477428.805,cns14
-8901525.859,4477390.845,cns18
-8901309.246,4477440.395,cns05
-8901416.819,4477435.174,cns07
-8901351.905,4477436.543,cns14
-8901464.067,4477381.574,cns16
-8901364.623,4477592.364,cns16
-8901292.953,4477392.516,cns16
-8901401.266,4477531.024,cns16
-8901282.194,4477321.88,cns16
-8901457.433,4477261.638,cns08
-8901449.82,4477190.593,cns16
-8901327.78,4477214.853,cns16
-8901326.341,4477324.946,cns04
-8901390.718,4477254.778,cns08
-8901311.17,4477266.825,cns08
-8901407.397,4477339.996,cns16
-8901452.443,4477332.915,cns19
-8901451.364,4477497.719,cns19
-8901360.903,4477394.251,cns20
-8901303.315,4477507.257,cns03
-8901225.195,4477529.062,cns07
-8901286.07,4477448.543,cns12
-8901230.95,4477347.246,cns14
-8901159.837,4477466.955,cns14
-8901154.004,4477535.154,cns16
-8901332.398,4477388.515,cns16
-8901378.708,4477334.103,cns19
-8901534.598,4477672.794,cns07
-8901564.277,4477514.322,cns10
-8901570.712,4477390.729,cns12
-8901502.256,4477609.081,cns13
-8901583.331,4477620.541,cns14
-8901468.097,4477792.589,cns14
-8901632.393,4477570.371,cns15
-8901524.768,4477445.451,cns16
-8901484.526,4477504.492,cns18
-8901452.56,4477660.42,cns18
-8901561.246,4477568.764,cns20
-8901100.729,4477493.947,cns08
-8901302.35,4477344.541,cns16
-8901222.444,4477692.46,cns16
-8901129.539,4477402.245,cns18
-8901272.559,4477392.992,cns19
-8901222.921,4477621.01,cns19
-8901526.96,4477773.359,cns05
-8901657.751,4477663.625,cns05
-8901631.802,4477498.922,cns05
-8901483.6,4477722.84,cns05
-8901674.344,4477767.133,cns06
-8901775.973,4477697.613,cns07
-8901588.353,4477701.649,cns07
-8901674.647,4477837.047,cns08
-8901637.283,4477619.179,cns10
-8901688.943,4477607.39,cns12
-8901756.538,4477773.949,cns14
-8901703.442,4477663.783,cns14
-8901788.883,4477525.701,cns15
-8901852.049,4477559.098,cns16
-8901758.291,4477590.18,cns16
-8901536.546,4477345.798,cns16
-8901628.999,4477802.753,cns16
-8901591.833,4477439.695,cns18
-8901656.671,4477722.576,cns18
-8901720.511,4477712.246,cns18
-8901348.858,4477527.754,cns06
-8901448.453,4477562.064,cns07
-8901398.588,4477613.238,cns08
-8901323.575,4477800.279,cns08
-8901355.607,4477670.317,cns08
-8901300.937,4477655.097,cns10
-8901273.068,4477720.89,cns14
-8901439.533,4477468.962,cns14
-8901345.342,4477599.119,cns16
-8901421.314,4477765.776,cns16
-8901371.04,4477448.615,cns16
-8901408.738,4477716.855,cns16
-8901269.895,4477567.17,cns18
-8901363.889,4477741.287,cns18
-8901398.028,4477512.971,cns18
-8901177.648,4477602.424,cns18
-8901755.84,4476011.25,cns06
-8901541.044,4475943.246,cns07
-8901775.964,4476131.349,cns07
-8901665.952,4476166.022,cns07
-8901707.936,4475959.768,cns08
-8901639.205,4476093.921,cns08
-8901682.54,4476235.522,cns12
-8901770.567,4476085.025,cns12
-8901594.81,4476159.383,cns14
-8901874.723,4476088.404,cns15
-8901728.214,4476290.469,cns15
-8901889.786,4476015.451,cns15
-8901840.11,4476150.912,cns16
-8901723.399,4476098.72,cns16
-8901656.187,4476009.035,cns16
-8901611.353,4476027.853,cns17
-8901724.932,4476181.359,cns18
-8901709.992,4476056.05,cns18
-8901569.601,4475991.399,cns19
-8901573.882,4476088.691,cns20
-8901665.939,4475768.229,cns05
-8901752.115,4475871.181,cns06
-8901835.189,4475730.898,cns12
-8901645.659,4475965.176,cns07
-8901753.141,4475763.083,cns07
-8901692.045,4475826.306,cns07
-8901820.265,4476042.148,cns07
-8901830.888,4475827.685,cns07
-8901608.428,4475919.483,cns07
-8901898.844,4475849.76,cns08
-8901857.351,4475960.227,cns09
-8901616.055,4475848.798,cns10
-8901767.907,4475963.226,cns12
-8901673.913,4475890.898,cns14
-8901690.909,4475727.976,cns14
-8901787.974,4475872.003,cns14
-8901719.818,4475893.451,cns15
-8901761.635,4475810.1,cns15
-8901539.356,4475901.198,cns15
-8901469.789,4475948.533,cns16
-8901648.84,4475769.396,cns16
-8901795.726,4475714.165,cns19
-8901682.164,4475813.198,cns04
-8901716.79,4475660.611,cns05
-8901727.115,4475731.313,cns07
-8901781.874,4475768.495,cns07
-8901839.729,4475659.591,cns10
-8901732.528,4475820.17,cns12
-8901731.689,4475590.73,cns14
-8901781.426,4475684.884,cns18
-8901615.603,4475883.492,cns05
-8901865.066,4475801.892,cns06
-8901960.968,4475750.658,cns07
-8901669.243,4475884.212,cns08
-8901699.275,4475983.258,cns10
-8901708.489,4476049.136,cns12
-8901788.014,4476052.787,cns12
-8901567.9,4475874.722,cns12
-8901756.871,4475988.48,cns12
-8901541.528,4475583.425,cns12
-8901803.142,4475934.034,cns14
-8901903.117,4475708.723,cns15
-8901466.703,4475647.063,cns16
-8901655.389,4475926.083,cns16
-8901903.63,4475862.043,cns16
-8901759.061,4475851.335,cns16
-8901468.717,4475846.536,cns16
-8901804.257,4475823.203,cns16
-8901920.727,4475809.7,cns16
-8901523.14,4475750.002,cns16
-8901453.325,4475989.977,cns16
-8901811.471,4475870.886,cns17
-8901503.39,4475968.011,cns18
-8901567.377,4475936.214,cns18
-8901947.924,4475903.549,cns04
-8901657.331,4475978.235,cns05
-8901860.287,4475976.928,cns05
-8901862.412,4475920.407,cns05
-8901611.618,4476059.55,cns05
-8901842.57,4476098.927,cns07
-8901460.824,4475918.921,cns10
-8901970.537,4475860.927,cns11
-8901519.328,4475896.973,cns12
-8901403.233,4475679.878,cns13
-8901587.922,4475995.2,cns14
-8901856.543,4476027.024,cns15
-8901445.593,4475705.53,cns15
-8901533.062,4476027.816,cns16
-8901456.172,4475776.194,cns16
-8901740.017,4476113.256,cns16
-8901421.761,4476054.079,cns16
-8901489.985,4476071.93,cns16
-8901691.967,4475713.953,cns04
-8901611.285,4475708.173,cns05
-8901794.642,4475678.915,cns11
-8901839.473,4475741.198,cns13
-8901471.95,4475599.681,cns14
-8901666.308,4475833.151,cns15
-8901525.356,4475837.333,cns15
-8901540.612,4475697.652,cns16
-8901651.06,4475772.536,cns16
-8901487.92,4475706.055,cns16
-8901767.94,4475761.669,cns18
-8901583.506,4475795.813,cns18
-8901736.742,4475907.647,cns19
-8901709.553,4475531.23,cns06
-8901949.031,4475527.485,cns06
-8901667.616,4475646.779,cns09
-8901746.154,4475602.421,cns11
-8901735.402,4475698.056,cns12
-8901792.007,4475608.05,cns15
-8901597.421,4475660.118,cns15
-8901865.993,4475585.315,cns15
-8901612.483,4475575.024,cns16
-8901862.546,4475656.683,cns16
-8901738.336,4475655.217,cns16
-8901707.215,4475783.746,cns16
-8901537.737,4475654.776,cns16
-8901809.971,4475555.765,cns16
-8901918.903,4475639.037,cns16
-8901624.669,4475533.166,cns16
-8901691.708,4475579.512,cns18
-8901557.114,4475509.891,cns18
-8901730.604,4474932.405,cns05
-8902083.09,4475123.897,cns06
-8902094.987,4474743.798,cns08
-8901685.576,4474951.675,cns12
-8901834.422,4474927.474,cns13
-8901933.67,4474995.235,cns16
-8902017.974,4475184.369,cns19
-8901714.501,4475003.535,cns06
-8901773.421,4474989.607,cns07
-8901956.298,4474888.549,cns08
-8902057.291,4474985.576,cns12
-8902028.836,4474878.588,cns14
-8901700.364,4474867.668,cns16
-8902089.094,4475191.241,cns18
-8901712.389,4475195.579,cns12
-8901798.913,4475091.062,cns14
-8901834.638,4475193.628,cns15
-8901793.091,4475251.759,cns16
-8901753.889,4475088.75,cns16
-8901772.923,4475157.619,cns16
-8901658.297,4475391.378,cns05
-8901632.847,4475490.811,cns06
-8901751.049,4475315.219,cns07
-8901867.827,4475291.652,cns07
-8901840.059,4475472.942,cns07
-8901709.734,4475450.876,cns08
-8901998.955,4475330.989,cns09
-8901950.616,4475383.607,cns10
-8901771.471,4475495.573,cns13
-8901654.832,4475440.411,cns13
-8901787.986,4475424.016,cns14
-8901811.99,4475313.531,cns15
-8901870.276,4475208.134,cns15
-8901894.138,4475519.64,cns15
-8901795.506,4475259.283,cns16
-8901871.882,4475361.861,cns16
-8901797.122,4475181.4,cns16
-8901846.349,4475129.612,cns16
-8901729.287,4475383.276,cns16
-8901670.351,4475339.783,cns16
-8901821.684,4475362.637,cns18
-8901899.973,4475434.012,cns19
-8901703.712,4475264.034,cns19
-8901639.177,4475294.703,cns20
-8901919.47,4475229.777,cns04
-8902006.122,4475286.149,cns12
-8902055.358,4475337.928,cns15
-8902064.949,4475397.685,cns15
-8901778.873,4475115.922,cns16
-8901937.681,4475306.673,cns16
-8901903.953,4475134.51,cns16
-8901996.606,4475418.531,cns20
-8901901.811,4474934.77,cns04
-8901960.493,4475171.276,cns06
-8901844.35,4474998.232,cns12
-8901579.367,4475255.614,cns14
-8902011.249,4475040.215,cns15
-8901660.041,4475200.417,cns15
-8901695.715,4475114.828,cns15
-8901731.028,4475208.547,cns16
-8902001.525,4475127.03,cns16
-8901956.235,4475085.809,cns16
-8901752.657,4475157.989,cns16
-8901895.586,4475048.034,cns17
-8901771.062,4475047.195,cns18
-8901988.85,4474949.843,cns19
-8901835.446,4475058.998,cns20
-8902102.421,4474787.445,cns04
-8902024.422,4474807.273,cns04
-8901976.777,4474682.186,cns06
-8901955.766,4474817.099,cns07
-8901897.256,4474773.514,cns07
-8902046.284,4474653.284,cns08
-8901779.089,4474882.267,cns11
-8901833.997,4474812.665,cns14
-8902063.715,4474940.948,cns14
-8902079.362,4474874.139,cns15
-8901911.369,4474843.15,cns16
-8902124.349,4474903.149,cns16
-8901854.697,4474881.053,cns16
-8902023.982,4474735.823,cns18
-8902145.24,4474730.245,cns19
-8901414.171,4478823.54,cns05
-8901342.078,4478859.707,cns05
-8901424.064,4478956.646,cns07
-8901256.887,4478848.198,cns18
-8901014.533,4478835.617,cns05
-8901205.681,4478882.804,cns05
-8900999.668,4478585.558,cns05
-8901026.723,4478726.133,cns05
-8901145.272,4478780.481,cns06
-8901162.414,4478695.474,cns07
-8901098.172,4478726.751,cns08
-8901066.84,4478797.594,cns10
-8901058.822,4478891.687,cns12
-8901056.767,4478628.511,cns16
-8901192.373,4478750.135,cns16
-8901024.729,4478675.2,cns16
-8901188.7,4479178.164,cns10
-8901025.894,4479512.444,cns05
-8901137.116,4479441.055,cns07
-8901234.085,4479375.566,cns07
-8901182.199,4479247.811,cns07
-8901053.317,4479461.59,cns08
-8901033.137,4479347.83,cns08
-8901086.16,4479299.934,cns16
-8901016.384,4479400.425,cns16
-8901095.244,4479383.158,cns16
-8901115.029,4479710.213,cns05
-8901141.124,4479759.037,cns07
-8901080.155,4479860.571,cns09
-8901287.147,4479823.817,cns12
-8901348.181,4479794.041,cns13
-8901064.393,4479730.96,cns14
-8901026.977,4479812.848,cns14
-8901190.346,4479796.451,cns15
-8901093.605,4479796.167,cns16
-8901219.645,4479847.242,cns18
-8901148.383,4479842.044,cns18
-8901246.14,4479751.814,cns18
-8901012.246,4479948.262,cns18
-8901287.992,4479755.538,cns19
-8901198.456,4479017.078,cns05
-8900969.671,4478891.229,cns07
-8901115.804,4478923.4,cns07
-8901079.22,4479038.324,cns08
-8901113.161,4478851.997,cns10
-8901134.64,4479131.178,cns12
-8901001.654,4478788.132,cns14
-8901160.537,4478867.684,cns15
-8901056.19,4478962.788,cns16
-8901293.801,4479414.799,cns05
-8901277.329,4479626.757,cns09
-8901207.348,4479427.912,cns12
-8901308.544,4479539.607,cns12
-8901105.574,4479505.168,cns14
-8901147.889,4479370.42,cns14
-8901196.289,4479317.859,cns16
-8901044.819,4479568.525,cns16
-8901115.11,4479555.701,cns05
-8901214.925,4479611.81,cns07
-8901191.067,4479706.292,cns07
-8901155.31,4479651.198,cns08
-8901184.075,4479490.356,cns13
-8901261.217,4479689.292,cns14
-8901361.557,4479437.482,cns14
-8901156.64,4479567.906,cns18
-8901232.789,4479542.628,cns19
-8901254.751,4479474.635,cns20
-8901193.791,4479961.339,cns05
-8901225.058,4479897.092,cns05
-8901386.903,4479923.319,cns05
-8900963.796,4479923.462,cns08
-8901328.599,4479882.015,cns13
-8901147.953,4479893.407,cns16
-8900982.026,4479849.032,cns16
-8901072.615,4479931.623,cns16
-8901273.528,4479926.459,cns19
-8901030.158,4479901.838,cns20
-8901132.186,4478990.367,cns16
-8901238.925,4479127.344,cns07
-8901069.497,4479554.751,cns18
-8901296.769,4479085.4,cns07
-8901294.256,4479031.051,cns20
-8901248.136,4478967.327,cns04
-8901382.138,4478923.505,cns05
-8901319.55,4478816.103,cns06
-8901380.924,4479024.324,cns12
-8901493.295,4478974.323,cns14
-8901293.708,4478912.296,cns14
-8901330.9,4478973.305,cns15
-8901412.437,4478872.157,cns16
-8901425.235,4479080.376,cns18
-8900873.601,4480364.498,cns04
-8901013.024,4480461.386,cns05
-8900934.135,4480326.539,cns06
-8900892.782,4480189.793,cns07
-8900971.294,4480265.51,cns08
-8900915.101,4480257.669,cns14
-8900954.303,4480420.678,cns18
-8900995.849,4480362.548,cns20
-8901184.596,4478404.432,cns07
-8901260.571,4478423.325,cns16
-8901274.929,4478694.03,cns05
-8901253.117,4478872.224,cns05
-8901210.378,4478818.246,cns07
-8901319.955,4478638.551,cns07
-8901100.269,4478647.226,cns09
-8901146.542,4478625.808,cns11
-8901255.731,4478783.167,cns16
-8900976.918,4478694.408,cns16
-8901192.835,4478610.098,cns16
-8901236.064,4478633.785,cns18
-8901309.347,4478735.937,cns18
-8901225.33,4478686.738,cns18
-8901175.553,4478649.751,cns07
-8901297.802,4478647.8,cns08
-8901236.087,4478611.791,cns15
-8901262.077,4478545.234,cns16
-8901179.866,4478505.078,cns08
-8901283.787,4478490.9,cns08
-8901233.764,4478541.92,cns16
-8901329.439,4478512.293,cns16
-8901479.859,4478895.811,cns13
-8901359.817,4478757.079,cns13
-8901308.22,4478759.147,cns14
-8901327.623,4478398.641,cns05
-8901250.121,4478375.941,cns05
-8901434.724,4478079.413,cns07
-8901359.713,4478191.618,cns08
-8901249.425,4478135.943,cns16
-8901403.945,4478143.895,cns16
-8901448.946,4478250.645,cns18
-8901344.571,4478104.146,cns18
-8901395.167,4478250.423,cns05
-8901290.873,4478194.145,cns05
-8901407.138,4478361.885,cns07
-8901223.313,4478217.404,cns10
-8901273.971,4478093.144,cns16
-8901366.281,4478300.778,cns18
-8901402.06,4478196.729,cns18
-8901312.64,4478328.778,cns19
-8901306.832,4478260.185,cns20
-8902062.974,4474270.906,cns05
-8902174.746,4474183.147,cns05
-8902219.107,4474221.545,cns07
-8902056.637,4474207.777,cns07
-8902216.351,4474067.26,cns15
-8902134.995,4474331.868,cns15
-8902114.948,4474072.928,cns15
-8902173.532,4474283.965,cns15
-8902102.21,4474152.746,cns16
-8902230.236,4474138.134,cns16
-8902217.843,4474340.017,cns16
-8902253.124,4474269.57,cns16
-8902123.508,4474232.946,cns16
-8902156.514,4474106.31,cns18
-8902277.192,4474104.726,cns20
-8901933.6,4473899.563,cns07
-8901994.134,4473861.604,cns14
-8902046.8,4473896.153,cns04
-8902202.687,4473842.094,cns07
-8902169.049,4473894.203,cns14
-8902252.844,4473992.173,cns15
-8902107.335,4473858.194,cns15
-8902065.982,4473721.448,cns15
-8902124.415,4473949.998,cns16
-8902148.133,4473749.837,cns16
-8902125.017,4473681.197,cns18
-8902181.399,4473993.104,cns18
-8902088.3,4473789.324,cns18
-8902158.572,4473808.394,cns18
-8902040.463,4473833.025,cns18
-8902358.086,4472221.908,cns04
-8902480.334,4472219.958,cns16
-8902418.62,4472183.949,cns20
-8902117.419,4472882.516,cns04
-8902168.754,4472915.153,cns04
-8902347.64,4472790.891,cns05
-8902132.933,4472740.855,cns05
-8902320.203,4472857.179,cns05
-8902157.544,4472815.661,cns05
-8902186.173,4472664.315,cns06
-8902299.144,4472773.879,cns07
-8902201.209,4472761.919,cns07
-8902400.432,4472839.039,cns07
-8902291.012,4472674.198,cns09
-8902336.179,4472712.774,cns13
-8902083.372,4472792.324,cns13
-8902338.246,4472926.278,cns14
-8902250.026,4472748.017,cns14
-8902243.911,4472819.207,cns14
-8902105.67,4472685.503,cns14
-8902134.098,4472615.392,cns14
-8902243.38,4472620.939,cns15
-8902256.5,4472889.54,cns16
-8902041.576,4472850.275,cns16
-8902395.311,4472691.978,cns16
-8902196.967,4472873.073,cns16
-8902339.359,4472621.587,cns17
-8902323.316,4473013.011,cns18
-8902278.176,4472957.624,cns18
-8902241.727,4472679.652,cns19
-8902405.927,4472749.564,cns20
-8901823.356,4472399.17,cns01
-8902043.886,4472045.052,cns03
-8902429.725,4472699.146,cns04
-8901828.313,4471835.415,cns04
-8903028.564,4472024.291,cns04
-8902813.265,4472016.27,cns04
-8902569.393,4471673.233,cns04
-8902989.73,4472187.147,cns04
-8902356.826,4472854.661,cns05
-8902045.894,4471820.493,cns05
-8902558.826,4471883.756,cns05
-8902214.675,4472014.665,cns05
-8902258.505,4471790.566,cns05
-8901929.13,4472152.216,cns05
-8902764.661,4471662.091,cns05
-8902045.891,4472657.115,cns05
-8902023.289,4471915.448,cns05
-8902425.433,4471511.572,cns05
-8901826.657,4472244.913,cns05
-8902191.782,4472136.868,cns05
-8902363.733,4472140.776,cns05
-8902642.158,4472489.897,cns05
-8902558.961,4472245.18,cns05
-8902424.013,4471941.572,cns05
-8902713.007,4471795.263,cns06
-8902484.461,4471925.611,cns06
-8902330.524,4472034.706,cns06
-8902271.899,4472031.266,cns06
-8902620.952,4472641.64,cns06
-8902698.179,4472214.935,cns06
-8902450.63,4472298.146,cns06
-8902310.656,4471598.444,cns06
-8902052.09,4471873.224,cns06
-8902175.8,4471613.224,cns06
-8902541.612,4471629.177,cns06
-8902224.62,4472695.825,cns06
-8902425.011,4471566.668,cns06
-8902205.432,4472850.706,cns06
-8902292.054,4472494.134,cns06
-8902122.041,4472371.517,cns07
-8902237.767,4471947.048,cns07
-8902961.465,4472128.976,cns07
-8902353.539,4471967.063,cns07
-8902461.16,4472520.073,cns07
-8902796.416,4472320.136,cns07
-8901721.753,4472330.852,cns07
-8903038.833,4472507.885,cns07
-8902421.338,4472183.047,cns07
-8902334.068,4472445.793,cns07
-8902494.785,4472216.668,cns07
-8902255.408,4472218.152,cns07
-8902274.88,4471721.016,cns07
-8902310.947,4472710.423,cns07
-8902408.368,4471785.655,cns07
-8903068.071,4472207.853,cns07
-8902838.681,4472529.334,cns07
-8902596.064,4471728.931,cns07
-8902569.718,4472610.111,cns07
-8901929.362,4472466.142,cns07
-8902329.555,4471798.129,cns07
-8902776.336,4472137.502,cns07
-8901766.487,4472355.913,cns07
-8902011.114,4472354.913,cns07
-8902526.858,4472012.943,cns07
-8902666.666,4471717.947,cns07
-8902511.19,4472634.835,cns07
-8902777.27,4472591.05,cns07
-8902221.999,4472545.163,cns07
-8902116.78,4472764.119,cns07
-8902150.395,4472323.523,cns07
-8902692.278,4472589.677,cns07
-8902547.273,4472081.415,cns07
-8902627.384,4472224.599,cns07
-8901995.228,4472606.732,cns08
-8902845.47,4471860.503,cns08
-8902467.028,4471784.557,cns08
-8902066.95,4472540.537,cns08
-8902758.77,4472273.602,cns08
-8902185.969,4472781.956,cns08
-8901947.237,4471934.935,cns08
-8902447.889,4471869.303,cns08
-8902517.125,4472284.537,cns08
-8902382.379,4472319.29,cns09
-8902380.581,4472567.159,cns09
-8902544.395,4471783.91,cns09
-8902268.088,4472156.973,cns09
-8902638.141,4472326.185,cns09
-8902426.927,4472016.817,cns09
-8902666.997,4472127.505,cns09
-8902595.736,4472036.74,cns09
-8902400.193,4472612.595,cns10
-8901809.369,4472340.709,cns10
-8902369.402,4471660.748,cns10
-8902752.993,4472434.149,cns10
-8902091.486,4472658.719,cns10
-8903137.338,4472354.046,cns10
-8902984.196,4472461.84,cns10
-8902297.781,4472337.84,cns10
-8902061.391,4472208.228,cns10
-8902470.64,4471995.713,cns10
-8902182.341,4472704.733,cns10
-8901991.317,4471851.549,cns10
-8902701.178,4472391.771,cns10
-8901860.327,4472462.696,cns11
-8902375.337,4471589.543,cns11
-8901756.477,4472211.562,cns11
-8902601.541,4472156.153,cns11
-8901779.747,4472289.114,cns11
-8903144.018,4472285.745,cns12
-8902040.424,4471738.422,cns12
-8902636.023,4471976.806,cns12
-8902376.815,4471710.331,cns12
-8902362.256,4472675.007,cns12
-8902514.525,4471719.002,cns12
-8901860.378,4472290.674,cns12
-8902837.927,4471944.648,cns12
-8902134.181,4471865.021,cns12
-8901995.325,4472097.465,cns12
-8902134.57,4472545.135,cns12
-8902695.989,4472536.881,cns12
-8902736.847,4471727.906,cns12
-8902332.834,4472549.454,cns12
-8902144.386,4471730.707,cns12
-8902023.606,4472284.562,cns12
-8902255.573,4471835.076,cns12
-8902658.493,4472434.299,cns12
-8902637.962,4472589.27,cns12
-8903053.164,4472252.085,cns13
-8902591.108,4472535.326,cns13
-8902804.432,4472251.83,cns13
