X,Y,Employee_t
-8897025.666,4482211.973,cns13
-8896462.52,4482207.463,cns14
-8896898.368,4482602.815,cns14
-8896528.046,4482480.82,cns14
-8896884.877,4482053.696,cns14
-8897087.928,4482167.235,cns14
-8897335.562,4482381.915,cns14
-8896815.962,4482651.994,cns14
-8896415.925,4482264.008,cns14
-8897172.938,4482631.279,cns14
-8897007.04,4481804.146,cns14
-8896831.41,4481985.683,cns14
-8897249.526,4482119.196,cns14
-8897177.098,4481824.217,cns14
-8897217.715,4482629.668,cns14
-8897497.164,4482369.204,cns14
-8897301.132,4481831.864,cns14
-8897497.679,4482419.159,cns14
-8896828.554,4482587.606,cns14
-8896856.303,4482161.289,cns15
-8896765.129,4482458.325,cns15
-8896620.784,4482054.228,cns15
-8897136.814,4481921.542,cns15
-8896796.179,4482730.799,cns15
-8896667.155,4482419.303,cns15
-8896528.977,4482684.004,cns15
-8897445.94,4482366.655,cns15
-8896945.224,4482584.125,cns15
-8897138.726,4482152.733,cns15
-8896972.116,4482517.927,cns15
-8896567.465,4482006.664,cns15
-8896769.373,4482068.968,cns15
-8897072.7,4482034.141,cns15
-8896504.727,4482533.334,cns15
-8897569.003,4482414.885,cns15
-8896564.289,4482553.438,cns16
-8897139.824,4482311.575,cns16
-8896946.76,4482017.978,cns16
-8896771.045,4482134.485,cns16
-8896734.311,4482251.054,cns16
-8896931.912,4482458.86,cns16
-8897129.85,4483006.947,cns16
-8896892.17,4481982.618,cns16
-8897443.384,4482258.31,cns16
-8896897.242,4481911.347,cns16
-8896428.395,4482144.687,cns16
-8896788.72,4481839.934,cns16
-8896899.052,4482777.999,cns16
-8896897.817,4482825.131,cns16
-8897402.8,4482642.68,cns16
-8896487.856,4482077.219,cns16
-8897286.209,4482355.426,cns16
-8896594.606,4482212.428,cns16
-8896968.052,4482812.005,cns16
-8897059.157,4482096.532,cns16
-8897075.599,4482479.918,cns16
-8897429.255,4482307.875,cns16
-8896661.995,4482694.546,cns16
-8896922.363,4482873.277,cns16
-8896599.798,4482443.143,cns16
-8896963.566,4482089.132,cns16
-8896916.815,4482202.134,cns16
-8896543.113,4482613.965,cns16
-8897058.024,4482286.894,cns16
-8897352.994,4481835.536,cns16
-8897254.124,4482522.799,cns16
-8896983.445,4482636.111,cns16
-8896865.402,4482713.096,cns16
-8896365.447,4482110.88,cns16
-8897341.021,4482756.95,cns16
-8897107.984,4482235.814,cns16
-8897163.582,4482856.243,cns16
-8897133.476,4482813.537,cns16
-8897434.692,4482452.892,cns17
-8896476.9,4482478.988,cns17
-8897092.052,4482876.495,cns18
-8897182.247,4482197.068,cns18
-8897006.677,4481733.766,cns18
-8896776.208,4482511.513,cns18
-8896751.691,4482620.775,cns18
-8897257.59,4482478.632,cns18
-8897131.733,4482524.125,cns18
-8896702.899,4482748.962,cns18
-8897069.562,4481900.257,cns18
-8897287.924,4482420.739,cns18
-8897282.643,4482772.774,cns18
-8896814.504,4481773.297,cns18
-8897082.169,4482734.206,cns18
-8897240.865,4481870.244,cns18
-8896792.268,4482855.232,cns18
-8896871.043,4481824.935,cns18
-8896612.688,4482376.583,cns18
-8896530.955,4482217.505,cns18
-8896769.945,4482797.26,cns18
-8897236.743,4482006.437,cns18
-8897227.069,4482727.865,cns18
-8897349.336,4482685.984,cns19
-8896596.102,4482666.455,cns19
-8896692.279,4482033.675,cns19
-8896508.792,4482145.534,cns19
-8897309.728,4482463.216,cns19
-8896661.716,4482355.256,cns19
-8897039.658,4482925.077,cns19
-8896560.519,4482069.854,cns19
-8897153.775,4482762.122,cns20
-8897514.441,4482250.817,cns20
-8896618.701,4482004.282,cns20
-8896947.027,4482725.05,cns20
-8896990.585,4482894.515,cns20
-8897111.83,4481677.836,cns20
-8897335.36,4482297.283,cns20
-8897465.253,4482585.382,cns20
-8896814.008,4482054.983,cns20
-8896628.564,4483294.839,cns04
-8896972.112,4482999.328,cns04
-8896984.094,4483118.633,cns04
-8896915.762,4483056.748,cns04
-8897045.169,4483427.434,cns04
-8896804.098,4483403.44,cns04
-8897058.96,4483377.791,cns04
-8896983.092,4483212.415,cns05
-8896998.718,4483346.967,cns05
-8896932.596,4482938.82,cns05
-8896853.465,4483291.13,cns05
-8896878.336,4482896.361,cns05
-8897050.69,4483235.562,cns06
-8896800.182,4482980.355,cns07
-8897031.033,4483159.433,cns07
-8896681.27,4483343.082,cns07
-8896725.864,4483215.817,cns07
-8896751.753,4483354.806,cns07
-8897110.757,4483295.483,cns07
-8896779.019,4483186.209,cns07
-8896799.568,4483301.711,cns08
-8896771.798,4483235.877,cns08
-8897142.165,4483206.158,cns08
-8896972.2,4483277.818,cns08
-8897088.4,4483174.872,cns10
-8897049.631,4483102.239,cns10
-8896904.881,4483253.871,cns12
-8896789.792,4483119.849,cns12
-8896710.534,4483073.752,cns13
-8896941.513,4483322.813,cns13
-8896819.064,4482921.669,cns13
-8896856.552,4483362.515,cns14
-8896730.634,4483142.318,cns14
-8896713.342,4483279.848,cns14
-8896794.733,4483048.569,cns14
-8896867.628,4483003.943,cns15
-8896731.132,4483430.124,cns15
-8896886.376,4482945.634,cns15
-8896986.473,4483067.007,cns15
-8896737.399,4483005.93,cns16
-8896841.612,4483220.669,cns16
-8896919.397,4483180.039,cns16
-8896856.719,4483085.773,cns16
-8896669.004,4483172.549,cns16
-8897056.665,4483053.651,cns16
-8897041.442,4482982.047,cns16
-8897040.549,4483308.752,cns18
-8896964.971,4483390.303,cns19
-8896854.396,4483150.371,cns19
-8896932.423,4483126.23,cns19
-8896981.48,4483459.821,cns20
-8896868.985,4483537.432,cns04
-8897165.994,4483600.692,cns05
-8897185.117,4483329.022,cns05
-8897055.419,4483360.76,cns05
-8896980.042,4483396.598,cns05
-8896939.348,4483455.329,cns05
-8897259.982,4483588.18,cns05
-8897057.575,4483572.904,cns05
-8896986.273,4483527.999,cns05
-8897328.874,4483257.89,cns06
-8897105.903,4483464.26,cns06
-8897214.014,4483171.413,cns06
-8896933.399,4483157.327,cns06
-8897250.654,4483312.629,cns07
-8896990.815,4483330.238,cns07
-8896891.561,4483411.848,cns07
-8896849.929,4483393.03,cns07
-8897054.487,4483501.52,cns07
-8897311.78,4483505.872,cns08
-8897289.423,4483385.261,cns08
-8897199.741,4483557.356,cns08
-8897120.42,4483390.428,cns11
-8897343.187,4483416.547,cns12
-8897042.634,4483431.058,cns13
-8897257.687,4483264.04,cns13
-8897133.446,4483336.619,cns13
-8897142.535,4483533.202,cns14
-8897241.571,4483519.141,cns14
-8897173.222,4483488.207,cns14
-8896931.656,4483352.707,cns15
-8896953.101,4483226.008,cns15
-8896869.563,4483469.459,cns16
-8896997.393,4483486.362,cns16
-8896995.756,4483258.958,cns16
-8897184.115,4483422.804,cns16
-8897251.713,4483445.951,cns16
-8896913.223,4483565.759,cns16
-8897087.399,4483156.023,cns16
-8897068.65,4483214.332,cns18
-8897142.668,4483160.308,cns18
-8896933.017,4483505.604,cns18
-8897187.495,4483277.396,cns18
-8897057.742,4483296.162,cns18
-8897182.568,4483213.106,cns19
-8897116.784,4483267.137,cns19
-8897014.969,4483190.265,cns19
-8896911.557,4483284.141,cns20
-8897246.192,4483637.823,cns20
-8896852.711,4483337.044,cns20
-8897232.055,4483369.822,cns20
-8897182.502,4483670.211,cns20
-8897215.294,4482438.473,cns04
-8897324.245,4482347.967,cns04
-8897256.794,4482331.644,cns05
-8897365.855,4482365.651,cns07
-8897275.828,4482400.514,cns07
-8897295.996,4482494.654,cns10
-8897354.718,4482535.361,cns15
-8897299.935,4482274.687,cns19
-8897337.543,4482436.523,cns20
-8897288.16,4482148.025,cns04
-8897348.694,4482110.066,cns16
-8898383.496,4476590.403,cns14
-8898505.744,4476588.452,cns16
-8898444.03,4476552.443,cns18
-8898470.019,4476485.886,cns19
-8897901.634,4477156.357,cns05
-8898328.771,4476765.886,cns05
-8898352.161,4476713.192,cns14
-8898332.482,4476283.685,cns20
-8898086.386,4476478.223,cns05
-8898140.727,4476396.766,cns06
-8898039.176,4476597.111,cns16
-8898102.875,4476596.922,cns16
-8898156.049,4476466.556,cns18
-8898476.322,4476471.239,cns04
-8898420.892,4476301.373,cns05
-8898433.918,4476453.407,cns06
-8898517.365,4476360.619,cns08
-8898484.578,4476403.018,cns08
-8898612.489,4476379.069,cns12
-8898366.932,4476348.21,cns13
-8898501.652,4476672.57,cns14
-8898408.867,4476686.902,cns16
-8898558.466,4476510.522,cns16
-8898279.325,4476287.789,cns16
-8898532.872,4476621.731,cns18
-8898382.535,4476417.937,cns18
-8898578.57,4476441.957,cns18
-8898463.477,4476567.142,cns19
-8898534.143,4476577.706,cns20
-8897999.566,4477164.136,cns05
-8898193.959,4477041.304,cns07
-8897897.504,4477155.391,cns08
-8898101.813,4476944.122,cns10
-8897915.862,4477274.868,cns13
-8898076.073,4477104.451,cns15
-8897826.581,4477146.718,cns16
-8898110.917,4477157.537,cns18
-8898124.265,4477018.818,cns19
-8898046.369,4477344.341,cns20
-8898150.863,4477098.296,cns20
-8898084.698,4477284.041,cns08
-8898202.969,4477147.187,cns19
-8898127.712,4477226.987,cns19
-8898007.371,4477287.626,cns20
-8898073.402,4476869.256,cns05
-8898012.987,4476759.428,cns06
-8898195.651,4476867.306,cns07
-8898067.065,4476806.127,cns07
-8898185.174,4476781.497,cns07
-8898114.902,4476762.427,cns08
-8898092.584,4476694.551,cns12
-8898146.671,4476647.862,cns13
-8898237.868,4476744.856,cns14
-8898171.065,4476719.503,cns16
-8898208,4476966.207,cns16
-8898133.936,4476831.297,cns18
-8898279.446,4476965.276,cns18
-8898151.016,4476923.101,cns18
-8897960.456,4477121.593,cns07
-8898046.546,4477217.971,cns07
-8898042.386,4477049.949,cns10
-8897931.047,4477205.049,cns12
-8897743.512,4477117.323,cns15
-8898026.15,4477097.814,cns15
-8897813.377,4476990.954,cns16
-8897991.55,4477243.059,cns16
-8897974.307,4477048.645,cns17
-8897849.674,4477100.372,cns18
-8898050.22,4476993.553,cns19
-8897866.162,4477039.111,cns04
-8897803.665,4477078.761,cns05
-8897909.384,4477071.624,cns05
-8898007.737,4476910.013,cns06
-8897713.091,4476978.454,cns07
-8897624.865,4477003.877,cns14
-8897995.498,4476980.409,cns14
-8897929.214,4476588.09,cns01
-8897955.409,4476537.616,cns12
-8898080.012,4476758.781,cns05
-8898121.511,4476651.952,cns14
-8898202.26,4476756.83,cns17
-8898140.546,4476720.821,cns18
-8898160.714,4476814.961,cns18
-8898166.535,4476654.264,cns19
-8898219.435,4476855.669,cns19
-8898297.607,4476667.049,cns05
-8898534.477,4476429.726,cns05
-8898189.392,4476340.605,cns06
-8898302.956,4476355.22,cns06
-8898196.044,4476419.573,cns07
-8898286.387,4476525.707,cns07
-8898261.154,4476571.485,cns08
-8898230.511,4476642.486,cns08
-8898397.292,4476567.616,cns11
-8898260.005,4476408.64,cns12
-8898332.979,4476536.485,cns14
-8898381.392,4476483.935,cns16
-8898325.412,4476412.459,cns18
-8898010.535,4476739.366,cns06
-8897956.739,4476786.39,cns08
-8898017.833,4476807.544,cns18
-8897902.295,4476740.118,cns18
-8897898.073,4476826.082,cns19
-8897946.892,4476916.963,cns04
-8897737.213,4477019.938,cns06
-8897964.073,4476853.456,cns07
-8897874.723,4476885.938,cns07
-8897936.465,4477005.504,cns15
-8897644.951,4476937.92,cns18
-8897883.584,4476957.452,cns19
-8897674.894,4477054.891,cns19
-8898324.923,4476611.812,cns07
-8898378.509,4476622.22,cns16
-8898440.914,4476634.937,cns18
-8898428.563,4476524.384,cns18
-8897875.108,4476945.531,cns01
-8898211.001,4476303.356,cns04
-8898869.055,4477094.479,cns04
-8898206.374,4477225.594,cns04
-8897937.358,4476682.902,cns04
-8898687.745,4477006.743,cns04
-8898152.711,4476557.977,cns04
-8898503.43,4476519.102,cns04
-8897943.299,4476991.262,cns04
-8898101.825,4476888.102,cns05
-8898148.544,4477289.032,cns05
-8897981.539,4476739.057,cns05
-8898146.358,4476316.816,cns05
-8898179.128,4477137.322,cns05
-8898263.628,4476259.006,cns05
-8898318.805,4476973.339,cns05
-8898220.838,4476563.266,cns05
-8898078.765,4477217.817,cns05
-8898606.237,4476639.639,cns05
-8898750.514,4476807.602,cns05
-8898119.709,4476701.817,cns05
-8898437.139,4476339.467,cns05
-8898152.923,4476423.613,cns05
-8898696.318,4476678.102,cns05
-8898629.128,4476861.291,cns05
-8898525.978,4476401.803,cns05
-8898349.109,4476732.012,cns05
-8897968.754,4476844.457,cns05
-8898569.429,4476847.27,cns05
-8898651.784,4477079.027,cns06
-8898103.564,4476374.841,cns06
-8898798.531,4476754.691,cns06
-8898196.913,4476367.308,cns06
-8898089.325,4477004.335,cns06
-8898821.331,4476893.754,cns06
-8898258.707,4477038.646,cns07
-8898591.577,4477183.122,cns07
-8898331.433,4477309.078,cns07
-8898450.115,4477033.736,cns07
-8897980.471,4476634.886,cns07
-8898740.838,4477008.018,cns07
-8898852.751,4476776.604,cns07
-8898017.25,4477115.187,cns07
-8898141.579,4477332.879,cns07
-8898038.923,4476566.808,cns07
-8898168.437,4477403.961,cns07
-8898799.012,4477080.359,cns07
-8898412.766,4476549.481,cns07
-8898250.332,4476362.601,cns07
-8898209.648,4476825.704,cns07
-8898634.238,4477201.799,cns07
-8897882.6,4477205.055,cns07
-8898025.798,4477265.773,cns07
-8898649.085,4476672.437,cns07
-8898891.423,4476928.932,cns07
-8898546.341,4476755.531,cns07
-8898004.149,4477185.071,cns07
-8898103.02,4476446.29,cns07
-8897871.651,4476768.312,cns07
-8898036.495,4476679.232,cns07
-8897994.197,4476941.115,cns07
-8898398.759,4476615.891,cns07
-8898327.123,4476486.196,cns07
-8898263.484,4476736.913,cns07
-8898585.714,4477051.821,cns07
-8898417.828,4476881.771,cns07
-8898796.139,4476949.33,cns07
-8898431.901,4477247.73,cns07
-8898669.555,4476629.214,cns07
-8897866.543,4476692.414,cns07
-8898353.884,4476865.596,cns07
-8898426.525,4476729.7,cns07
-8898047.061,4476936.954,cns07
-8898064.316,4476506.351,cns07
-8898257.495,4476840.453,cns08
-8898357.899,4476265.878,cns08
-8898375.749,4477032.826,cns08
-8898380.299,4476333.728,cns08
-8898594.06,4476908.221,cns08
-8898443.7,4476817.828,cns09
-8898360,4477192.32,cns10
-8898809.658,4476845.629,cns10
-8898552.567,4476979.686,cns10
-8898030.859,4476879.787,cns10
-8898792.004,4477020.995,cns10
-8898842.509,4476962.173,cns11
-8898486.548,4477111.467,cns11
-8898545.609,4477305.049,cns11
-8898488.941,4477294.886,cns12
-8898539.203,4476614.907,cns12
-8897776.612,4476875.018,cns12
-8898272.8,4476620.2,cns13
-8897745.535,4476628.804,cns13
-8898331.395,4476579.312,cns13
-8897953.548,4477235.518,cns13
-8898400.83,4476682.715,cns14
-8898362.364,4476158.644,cns14
-8898730.978,4476743.654,cns14
-8898586.766,4476696.615,cns14
-8898610.88,4476568.339,cns14
-8898762.49,4476886.298,cns14
-8898376.251,4476931.238,cns14
-8898766.479,4476664.589,cns14
-8898435.338,4476393.222,cns14
-8898257.416,4476501.888,cns14
-8898244.505,4476436.777,cns14
-8897823.544,4476821.142,cns14
-8898300.006,4476437.277,cns14
-8897802.663,4476940.758,cns14
-8898031.689,4476791.075,cns14
-8898172.511,4476921.523,cns14
-8898127.543,4477169.08,cns14
-8898468.888,4476750.963,cns14
-8898222.369,4477295.232,cns14
-8898052.93,4476722.369,cns14
-8898148.42,4476653.602,cns14
-8898694.566,4476864.127,cns14
-8898309.563,4476791.522,cns14
-8898113.856,4476962.326,cns15
-8898182.481,4476488.663,cns15
-8898680.375,4476794.099,cns15
-8898246.982,4476911.127,cns15
-8898623.849,4476974.765,cns15
-8898447.511,4476652.624,cns15
-8898644.204,4477141.201,cns15
-8898612.21,4477279.171,cns15
-8898609.055,4476789.769,cns15
-8898223.809,4477399.507,cns15
-8898306.401,4477050.036,cns15
-8898172.258,4476876.082,cns15
-8898173.407,4476706.344,cns16
-8898150.466,4476807.448,cns16
-8898132.49,4477051.985,cns16
-8898097.796,4476633.809,cns16
-8898200.144,4477338.456,cns16
-8898102.236,4476774.082,cns16
-8898523.045,4476798.48,cns16
-8898420.961,4476968.503,cns16
-8898294.946,4476905.989,cns16
-8898579.757,4477125.994,cns16
-8898380.587,4476799.322,cns16
-8898321.725,4476217.413,cns16
-8898229.606,4477158.025,cns16
-8898491.396,4477154.435,cns16
-8898478.84,4476576.675,cns16
-8898110.151,4476561.164,cns16
-8898419.025,4477084.762,cns16
-8898308.635,4476314.501,cns16
-8898204.008,4476632.707,cns16
-8898193.885,4477068.703,cns16
-8898061.076,4477141.89,cns16
-8898761.087,4476610.088,cns16
-8898152.869,4477235.893,cns16
-8898544.199,4477229.549,cns16
-8898870.353,4476883.332,cns16
-8898419.967,4477156.208,cns16
-8898129.249,4476515.787,cns16
-8898474.147,4476450.984,cns16
-8898332.821,4476381.734,cns16
-8897935.828,4476907.87,cns16
-8898209.893,4476767.778,cns16
-8898418.456,4476495.748,cns16
-8898080.186,4477073.041,cns16
-8898182.467,4477000.919,cns16
-8897989.718,4476584.628,cns16
-8898347.813,4477102.844,cns16
-8897934.039,4476635.654,cns16
-8898347.72,4476532.024,cns16
-8898674.01,4476923.881,cns16
-8897814.557,4476726.763,cns16
-8898522.427,4476703.647,cns16
-8897722.468,4476729.611,cns16
-8898491.392,4476991.113,cns16
-8898477.535,4476921.019,cns16
-8898030.804,4477071.368,cns18
-8898725.263,4476964.209,cns18
-8898870.718,4476667.517,cns18
-8898085.698,4476837.622,cns18
-8897803.059,4476671.187,cns18
-8898729.253,4477064.902,cns18
-8898347.272,4476636.424,cns18
-8898096.827,4477264.157,cns18
-8898239.828,4476694.532,cns18
-8898293.892,4477120.384,cns18
-8898333.404,4477375.861,cns18
-8898314.406,4477188.827,cns18
-8897934.412,4477083.557,cns18
-8897846.32,4476621.596,cns18
-8898285.638,4477254.231,cns18
-8897934.777,4477155.007,cns18
-8898267.108,4477342.67,cns18
-8897970.332,4477033.31,cns18
-8898134.867,4477098.005,cns18
-8898507.338,4476657.161,cns18
-8898817.36,4476614.424,cns18
-8898236.228,4476953.856,cns18
-8897889.642,4476838.572,cns18
-8898297.171,4476687.367,cns18
-8897947.065,4476527.305,cns18
-8897918.295,4476586.631,cns18
-8897935.069,4476484.58,cns18
-8898277.658,4477407.534,cns18
-8898533.681,4477144.702,cns18
-8898247.865,4477115.494,cns18
-8897993.87,4476518.295,cns19
-8898389.726,4477300.446,cns19
-8897930.932,4476789.496,cns19
-8898026.087,4476984.985,cns19
-8898645.454,4476728.284,cns19
-8898812.899,4476709.495,cns19
-8898522.924,4476901.516,cns19
-8897859.455,4476546.097,cns19
-8898444.065,4477322.085,cns19
-8898378.574,4476436.616,cns19
-8897776.091,4476776.834,cns19
-8898375.871,4477251.636,cns20
-8898637.835,4476502.167,cns20
-8897860.355,4476898.604,cns20
-8898039.795,4476382.558,cns20
-8898515.184,4477063.255,cns20
-8898477.049,4477224.431,cns20
-8898708.064,4477109.151,cns20
-8898426.704,4476246.612,cns20
-8898278.119,4476968.575,cns02
-8898387.07,4476878.069,cns05
-8898319.619,4476861.746,cns05
-8898375.783,4476818.823,cns08
-8898338.654,4476930.616,cns10
-8898358.821,4477024.756,cns15
-8898417.543,4477065.463,cns16
-8898297.301,4476793.87,cns18
-8898400.368,4476966.625,cns19
-8898274.591,4476462.684,cns04
-8898160.479,4476610.476,cns06
-8898206.775,4476485.183,cns08
-8898213.431,4476562.503,cns11
-8898140.786,4476536.358,cns12
-8898098.1,4476424.755,cns12
-8898073.441,4476528.617,cns12
-8898044.241,4476666.381,cns07
-8897977.565,4476640.696,cns07
-8897966.842,4476682.831,cns18
-8898499.459,4475887.483,cns06
-8898603.975,4475740.771,cns07
-8898579.48,4475859.345,cns08
-8898417.01,4475845.577,cns08
-8898622.859,4475791.759,cns12
-8898534.547,4475723.887,cns16
-8898555.811,4475931.412,cns16
-8898478.533,4475768.245,cns16
-8898433.604,4475737.618,cns16
-8898485.016,4475823.656,cns16
-8898201.444,4476072.667,cns07
-8898318.667,4475986.821,cns11
-8898300.643,4476049.382,cns16
-8898233.447,4476025.093,cns16
-8898389.239,4475987.151,cns07
-8898400.527,4476046.398,cns09
-8898352.11,4476098.944,cns10
-8898262.492,4476109.795,cns14
-8898292.136,4476050.562,cns12
-8898332.871,4476105.978,cns14
-8898288.166,4476033.853,cns07
-8898362.323,4476003.913,cns07
-8898451.415,4475933.014,cns07
-8898379.983,4475934.679,cns12
-8898463.636,4475982.928,cns14
-8898313.619,4475896.745,cns15
-8898369.485,4475852.2,cns16
-8898353.934,4476074.871,cns16
-8897942.644,4476212.204,cns01
-8898001.771,4476171.297,cns04
-8898075.57,4476141.073,cns07
-8897920.559,4476288.43,cns08
-8898094.577,4476266.222,cns14
-8898051.139,4476322.953,cns16
-8897864.476,4476288.302,cns16
-8898057.582,4476215.911,cns17
-8897954.854,4476141.803,cns18
-8897925.97,4476359.676,cns05
-8898119.581,4476310.422,cns08
-8897914.227,4476402.029,cns10
-8897972.418,4476356.816,cns13
-8897984.07,4476286.321,cns15
-8897872.458,4476225.593,cns16
-8898015.578,4476222.192,cns16
-8898079.613,4476369.649,cns16
-8897842.893,4476397.935,cns19
-8898185.331,4476006.583,cns05
-8898067.124,4476172.637,cns07
-8897939.265,4476105.908,cns07
-8898013.764,4476084.636,cns07
-8898228.631,4475949.747,cns10
-8898068.749,4476101.204,cns11
-8898124.34,4476148.587,cns14
-8898057.193,4476027.898,cns14
-8897992.999,4476153.004,cns14
-8898115.349,4476021.001,cns15
-8898029.663,4476214.331,cns16
-8897973.211,4476028.496,cns16
-8898165.847,4476158.017,cns18
-8898377.105,4476302.015,cns05
-8898415.817,4476246.6,cns05
-8898381.161,4476184.116,cns06
-8898211.905,4476229.161,cns07
-8898336.141,4476172.765,cns07
-8898264.5,4476282.811,cns07
-8898350.701,4476235.622,cns09
-8898202.193,4476158.373,cns10
-8898332.846,4476303.646,cns11
-8898276.375,4476198.357,cns12
-8898332.052,4476345.948,cns12
-8898207.64,4476326.08,cns14
-8898278.516,4476130.52,cns15
-8898226.367,4476081.675,cns19
-8898142.193,4475893.129,cns05
-8898153.403,4475992.62,cns05
-8898295.764,4475962.807,cns05
-8898094.949,4475762.277,cns07
-8898180.228,4475812.484,cns07
-8898169.253,4475757.371,cns07
-8898307.81,4475743.61,cns08
-8898236.84,4475780.55,cns08
-8898063.119,4475841.085,cns10
-8898181.616,4475950.54,cns11
-8898245.16,4475842.303,cns12
-8898196.927,4475859.778,cns12
-8898133.244,4475827.379,cns13
-8898020.529,4475783.715,cns15
-8898244.138,4475913.41,cns18
-8898239.318,4475995.778,cns18
-8898305.802,4475815.033,cns18
-8898055.691,4476233.039,cns12
-8898160.354,4476278.637,cns12
-8898147.06,4476193.058,cns14
-8898103.385,4476181.31,cns16
-8898090.858,4476295.237,cns18
-8898345.918,4476035.728,cns05
-8898556.2,4475817.486,cns05
-8898472.04,4475928.96,cns05
-8898365.14,4475909.048,cns05
-8898410.101,4475964.58,cns05
-8898371.693,4475854.719,cns13
-8898490.018,4476006.278,cns16
-8898408.476,4476036.013,cns18
-8898032.704,4476431.069,cns06
-8897951.456,4476463.015,cns07
-8898035.988,4476389.438,cns12
-8898004.118,4476511.306,cns16
-8898138.596,4476088.565,cns04
-8898268.076,4476055.918,cns05
-8898268.37,4476005.199,cns05
-8898324.856,4476099.292,cns05
-8898293.269,4475953.927,cns07
-8898199.13,4476050.606,cns13
-8898171.722,4475934.505,cns15
-8898226.53,4476114.049,cns16
-8897994.808,4476575.459,cns05
-8897972.892,4476691.948,cns06
-8898320.184,4476449.563,cns06
-8898117.382,4476592.874,cns07
-8898101.608,4476475.845,cns07
-8898253.893,4476476.224,cns07
-8898284.723,4476386.144,cns07
-8898056.45,4476531.218,cns08
-8897877.778,4476542.255,cns12
-8898018.353,4476636.824,cns14
-8897942.909,4476624.569,cns16
-8898277.715,4476276.468,cns16
-8898067.27,4476584.743,cns16
-8898160.178,4476249.605,cns16
-8898250.535,4476342.548,cns18
-8898152.939,4476525.549,cns18
-8898524.658,4476097.359,cns07
-8898509.863,4476152.597,cns07
-8898438.412,4476152.91,cns10
-8898443.851,4476104.727,cns19
-8898279.458,4476285.671,cns04
-8898440.86,4476146.646,cns08
-8898273.121,4476222.543,cns10
-8898388.409,4476195.165,cns12
-8898351.479,4476346.634,cns13
-8898396.638,4476291.262,cns14
-8898339.992,4476247.712,cns15
-8898320.958,4476178.843,cns18
-8898364.099,4476121.885,cns18
-8898435.591,4476236.311,cns18
-8897890.936,4475856.47,cns01
-8898325.185,4475593.311,cns01
-8898170.694,4475908.389,cns04
-8898459.986,4475709.262,cns04
-8898490.668,4475893.301,cns04
-8898200.269,4475325.27,cns05
-8898104.966,4475994.761,cns05
-8898032.945,4475941.995,cns05
-8898093.08,4475792.107,cns06
-8898000.697,4475896.444,cns06
-8898178.906,4475949.964,cns06
-8898338.24,4475906.629,cns06
-8898191.686,4475610.718,cns07
-8897958.68,4475879.188,cns07
-8898333.802,4475678.28,cns07
-8898179.918,4475801.808,cns07
-8898358.158,4475745.452,cns07
-8898266.42,4475789.397,cns07
-8898242.677,4475842.912,cns07
-8898296.215,4475514.08,cns07
-8898101.346,4475500.455,cns07
-8898106.867,4475949.164,cns07
-8898377.125,4475810.801,cns07
-8898083.583,4475700.75,cns07
-8898285.322,4475744.994,cns08
-8898129.609,4475646.097,cns08
-8898059.045,4475634.872,cns08
-8898174.171,4475495.915,cns08
-8897993.591,4475606.218,cns08
-8898233.76,4475458.92,cns10
-8898142.776,4475740.769,cns10
-8898429.171,4475856.922,cns10
-8898226.972,4475672.86,cns13
-8898177.672,4475678.419,cns13
-8897939.603,4475750.694,cns13
-8898128.837,4475850.482,cns13
-8898016.451,4475759.177,cns14
-8897972.745,4475818.481,cns14
-8898447.613,4475799.104,cns14
-8898282.644,4475979.921,cns14
-8898389.269,4475633.238,cns14
-8897992.052,4475557.699,cns15
-8898092.995,4475892.116,cns15
-8898242.559,4475382.862,cns15
-8898214.185,4475738.302,cns16
-8898332.238,4475817.205,cns16
-8898253.696,4475571.504,cns16
-8898035.048,4475833.792,cns16
-8898401.142,4475463.08,cns16
-8898271.672,4475640.657,cns16
-8898391.836,4475692.379,cns16
-8898035.674,4475691.296,cns16
-8897904.874,4475813.137,cns16
-8897974.173,4475688.162,cns16
-8898440.591,4475753.712,cns16
-8898038.563,4475526.03,cns16
-8898303.965,4475445.634,cns17
-8898329.406,4475863.982,cns18
-8898095.897,4475568.668,cns18
-8898170.189,4475567.256,cns18
-8898266.135,4475910.403,cns18
-8897843.067,4475803.424,cns18
-8897893.436,4475712.271,cns19
-8898348.511,4475511.405,cns19
-8898179.5,4475416.46,cns19
-8898120.228,4475441.769,cns19
-8898341.195,4475287.526,cns05
-8898461.697,4475391.136,cns06
-8898503.243,4475333.005,cns12
-8898434.297,4475327.693,cns15
-8898388.61,4475275.537,cns16
-8898433.634,4475277.849,cns19
-8898844.987,4473116.494,cns04
-8898816.313,4473039.657,cns04
-8899107.796,4473004.125,cns07
-8898906.557,4473176.203,cns07
-8899021.926,4473184.116,cns07
-8899110.618,4473057.163,cns07
-8899047.771,4473091.157,cns10
-8898924.536,4473107.05,cns10
-8899113.959,4472942.401,cns10
-8898924.325,4472999.502,cns12
-8899063.747,4472946.752,cns12
-8899026.713,4473007.856,cns14
-8898977.649,4472910.544,cns15
-8898971.48,4473053.184,cns16
-8899019.6,4472890.571,cns16
-8899093.61,4472870.082,cns16
-8898880.948,4473009.2,cns16
-8898984.068,4473123.518,cns16
-8898977.595,4472981.995,cns16
-8899152.583,4472882.288,cns17
-8899115.705,4473116.512,cns18
-8898872.465,4473063.454,cns18
-8899065.814,4473160.255,cns18
